,follow_back,follow_back,friend_follow,friend_follow
,mean,std,mean,std
Left,0.09534104065932746,0.02503783997970893,0.27305713869533377,0.008322726413469143
Center-left,0.06940831224223394,0.03162951272824885,0.2576323911630929,0.044825555351562955
Center,0.04520427572953172,0.005827391096312608,0.2621389331915647,0.021091331017786076
Center-right,0.11720302571622282,0.023529754424624936,0.26406096174744914,0.01690039449665957
Right,0.1463764361415368,0.0199874588241208,0.2750656879167077,0.006608888668512295
