conn_type,seed,bot_scores
follower,Center,"[0.3039573320934062, 0.8701191997119831, 0.40086139116347386, 0.826453203646374, 0.6506901031179089, 0.9448325758058531, 0.6506901031179089, 0.03546593341354506, 0.19374947883382485, 0.3039573320934062, 0.20742796687543463, 0.07945465272791494, 0.9240939964164224, 0.04178983547133819, 0.5697317833219949, 0.038503444945083086, 0.08592399976334196, 0.8005982245473489, 0.9112229533096339, 0.5905129273413294, 0.04918384795249982, 0.16847316644464133, 0.380551857066998, 0.1167953743919475, 0.9794591788597505, 0.9040736566800007, 0.9757295961173048, 0.5697317833219949, 0.9112229533096339, 0.9567532288569174, 0.7405291005715704, 0.46359219069702307, 0.20742796687543463, 0.25265321740844954, 0.2691022464970497, 0.8601677371481485, 0.1807672693005155, 0.6506901031179089, 0.5274968237537414, 0.5274968237537414, 0.15685510336103622, 0.3412193545017134, 0.9491151251673986, 0.10030935716061677, 0.14589765727494236, 0.8601677371481485, 0.9491151251673986, 0.42151725890598224, 0.5061919589474342, 0.6310548366819692, 0.46359219069702307, 0.9112229533096339, 0.9567532288569174, 0.05780718298413593, 0.9352316115657808, 0.07945465272791494, 0.9736247158244454, 0.42151725890598224, 0.44245148142042123, 0.8383531326036774, 0.7866262980972412, 0.06783456974919343, 0.3039573320934062, 0.04918384795249982, 0.2691022464970497]"
follower,Center-left,"[0.1167953743919475, 0.05780718298413593, 0.045343501437382056, 0.22180647190550215, 0.6310548366819692, 0.7719542327261165, 0.3039573320934062, 0.8138717339737572, 0.19374947883382485, 0.15685510336103622, 0.12588928944948308, 0.9632891569033074, 0.5487020083865324, 0.7719542327261165, 0.5905129273413294, 0.3412193545017134, 0.16847316644464133, 0.15685510336103622, 0.14589765727494236, 0.8882184952163719, 0.25265321740844954, 0.10827700665723966, 0.9794591788597505, 0.8601677371481485, 0.2691022464970497, 0.3039573320934062, 0.23688377651035014, 0.8383531326036774, 0.7565854729457974, 0.5274968237537414, 0.6310548366819692, 0.7238002465135849, 0.1167953743919475, 0.12588928944948308, 0.9240939964164224, 0.5905129273413294, 0.960149429127191, 0.6698271269837389, 0.6884177623265628, 0.8005982245473489, 0.5905129273413294, 0.6310548366819692, 0.12588928944948308, 0.7238002465135849, 0.28621206238390096, 0.7405291005715704, 0.6884177623265628, 0.40086139116347386, 0.826453203646374, 0.36065190656573104, 0.5905129273413294, 0.07945465272791494, 0.5274968237537414, 0.380551857066998, 0.8794616900661685, 0.42151725890598224, 0.06783456974919343, 0.6698271269837389, 0.7565854729457974, 0.380551857066998, 0.5697317833219949, 0.6109757209767682, 0.4848645828256039, 0.5905129273413294, 0.9713426487044083, 0.25265321740844954, 0.25265321740844954, 0.7238002465135849, 0.23688377651035014, 0.4848645828256039, 0.6884177623265628, 0.25265321740844954, 0.14589765727494236, 0.5274968237537414, 0.6506901031179089, 0.4848645828256039, 0.07945465272791494, 0.36065190656573104, 0.7405291005715704, 0.3039573320934062, 0.25265321740844954, 0.13558257714003935, 0.8495856011768973, 0.8005982245473489, 0.826453203646374, 0.7719542327261165, 0.23688377651035014, 0.6310548366819692, 0.6506901031179089, 0.8495856011768973, 0.6884177623265628, 0.7719542327261165, 0.04178983547133819, 0.5061919589474342, 0.1807672693005155, 0.23688377651035014, 0.20742796687543463, 0.09286695366967546, 0.826453203646374, 0.5274968237537414, 0.04918384795249982, 0.15685510336103622, 0.23688377651035014, 0.16847316644464133, 0.3412193545017134, 0.038503444945083086, 0.9688694437075864, 0.6884177623265628, 0.9826258494473956, 0.19374947883382485, 0.5061919589474342, 0.10827700665723966, 0.8701191997119831, 0.46359219069702307, 0.025471598156045747, 0.1167953743919475, 0.04178983547133819, 0.42151725890598224]"
follower,Center-right,"[0.16847316644464133, 0.12588928944948308, 0.44245148142042123, 0.6698271269837389, 0.06783456974919343, 0.25265321740844954, 0.14589765727494236, 0.5697317833219949, 0.10827700665723966, 0.3412193545017134, 0.07945465272791494, 0.9757295961173048, 0.5274968237537414, 0.16847316644464133, 0.6884177623265628, 0.23688377651035014, 0.2691022464970497, 0.09286695366967546, 0.14589765727494236, 0.7405291005715704, 0.5697317833219949, 0.6109757209767682, 0.1167953743919475, 0.32230602190830704, 0.07343326191269153, 0.10030935716061677, 0.16847316644464133, 0.2691022464970497, 0.06783456974919343, 0.3412193545017134, 0.28621206238390096, 0.3412193545017134, 0.7238002465135849, 0.28621206238390096, 0.20742796687543463, 0.6884177623265628, 0.10827700665723966, 0.32230602190830704, 0.22180647190550215, 0.5274968237537414, 0.380551857066998, 0.6310548366819692, 0.46359219069702307, 0.06263387811083082, 0.6310548366819692, 0.42151725890598224, 0.16847316644464133, 0.5697317833219949, 0.10030935716061677, 0.36065190656573104, 0.10030935716061677, 0.3039573320934062, 0.16847316644464133, 0.16847316644464133, 0.03546593341354506, 0.12588928944948308, 0.10827700665723966, 0.09286695366967546, 0.44245148142042123, 0.6109757209767682, 0.07343326191269153, 0.07945465272791494, 0.20742796687543463, 0.4848645828256039, 0.22180647190550215, 0.8495856011768973, 0.22180647190550215, 0.1167953743919475, 0.7866262980972412, 0.7238002465135849, 0.40086139116347386, 0.9713426487044083, 0.6698271269837389, 0.7565854729457974, 0.40086139116347386, 0.04178983547133819, 0.03265990956683609, 0.5905129273413294, 0.12588928944948308, 0.20742796687543463, 0.1167953743919475, 0.380551857066998, 0.28621206238390096, 0.966190224001528, 0.23688377651035014, 0.7238002465135849, 0.6310548366819692, 0.12588928944948308, 0.10030935716061677, 0.1807672693005155, 0.12588928944948308, 0.4848645828256039, 0.9112229533096339, 0.5487020083865324, 0.7719542327261165, 0.7719542327261165, 0.6698271269837389, 0.05333128056896264, 0.5697317833219949, 0.6310548366819692, 0.28621206238390096, 0.8964140695210783, 0.46359219069702307, 0.3039573320934062, 0.40086139116347386, 0.40086139116347386, 0.826453203646374, 0.8138717339737572, 0.3412193545017134, 0.3412193545017134, 0.8495856011768973, 0.19374947883382485, 0.20742796687543463, 0.44245148142042123, 0.23688377651035014, 0.1167953743919475, 0.7238002465135849, 0.826453203646374, 0.1807672693005155, 0.15685510336103622, 0.380551857066998, 0.9040736566800007, 0.22180647190550215, 0.9794591788597505, 0.16847316644464133, 0.7565854729457974, 0.44245148142042123, 0.5487020083865324, 0.6698271269837389, 0.7405291005715704, 0.12588928944948308, 0.25265321740844954, 0.16847316644464133, 0.8601677371481485, 0.36065190656573104, 0.32230602190830704, 0.25265321740844954, 0.3412193545017134, 0.6698271269837389, 0.5905129273413294, 0.42151725890598224, 0.13558257714003935, 0.28621206238390096, 0.4848645828256039, 0.10030935716061677, 0.8005982245473489, 0.22180647190550215, 0.23688377651035014, 0.5061919589474342, 0.06263387811083082, 0.6109757209767682, 0.12588928944948308, 0.3039573320934062, 0.22180647190550215, 0.7064204238004218, 0.5697317833219949, 0.6698271269837389, 0.36065190656573104, 0.6109757209767682, 0.5697317833219949, 0.12588928944948308, 0.25265321740844954, 0.12588928944948308, 0.5905129273413294, 0.46359219069702307, 0.8601677371481485, 0.6109757209767682, 0.19374947883382485, 0.28621206238390096, 0.6310548366819692, 0.16847316644464133, 0.3039573320934062, 0.5697317833219949, 0.22180647190550215, 0.14589765727494236, 0.4848645828256039, 0.8495856011768973, 0.1167953743919475, 0.8005982245473489, 0.2691022464970497, 0.7719542327261165, 0.07343326191269153, 0.5061919589474342, 0.8383531326036774, 0.6109757209767682, 0.36065190656573104, 0.1167953743919475, 0.25265321740844954, 0.06263387811083082, 0.5697317833219949, 0.5905129273413294, 0.5697317833219949, 0.23688377651035014, 0.06783456974919343, 0.7405291005715704, 0.22180647190550215, 0.07343326191269153, 0.8495856011768973, 0.8794616900661685, 0.6310548366819692, 0.5905129273413294, 0.7565854729457974, 0.5697317833219949, 0.6310548366819692, 0.23688377651035014]"
follower,Left,"[0.380551857066998, 0.8701191997119831, 0.6109757209767682, 0.14589765727494236, 0.3039573320934062, 0.8882184952163719, 0.5697317833219949, 0.07945465272791494, 0.4848645828256039, 0.01677355370664861, 0.28621206238390096, 0.3412193545017134, 0.5697317833219949, 0.10030935716061677, 0.8701191997119831, 0.8138717339737572, 0.380551857066998, 0.7719542327261165, 0.22180647190550215, 0.5905129273413294, 0.28621206238390096, 0.10030935716061677, 0.966190224001528, 0.10827700665723966, 0.8005982245473489, 0.380551857066998, 0.32230602190830704, 0.19374947883382485, 0.44245148142042123, 0.5697317833219949, 0.9040736566800007, 0.8964140695210783, 0.25265321740844954, 0.4848645828256039, 0.23688377651035014, 0.22180647190550215, 0.44245148142042123, 0.20742796687543463, 0.46359219069702307, 0.05333128056896264, 0.7866262980972412, 0.19374947883382485, 0.6884177623265628, 0.28621206238390096, 0.09286695366967546, 0.36065190656573104, 0.32230602190830704, 0.6506901031179089, 0.5905129273413294, 0.6109757209767682, 0.5697317833219949, 0.8138717339737572, 0.08592399976334196, 0.28621206238390096, 0.42151725890598224, 0.22180647190550215, 0.5487020083865324, 0.380551857066998, 0.40086139116347386, 0.6506901031179089, 0.6310548366819692, 0.9491151251673986, 0.3039573320934062, 0.3412193545017134, 0.4848645828256039, 0.22180647190550215, 0.36065190656573104, 0.3412193545017134, 0.3412193545017134, 0.3412193545017134, 0.5905129273413294, 0.36065190656573104, 0.3039573320934062, 0.6698271269837389, 0.7405291005715704, 0.46359219069702307, 0.5061919589474342, 0.038503444945083086, 0.06263387811083082, 0.5905129273413294, 0.8882184952163719, 0.5487020083865324, 0.5905129273413294, 0.9713426487044083, 0.2691022464970497, 0.9240939964164224, 0.380551857066998, 0.5905129273413294, 0.16847316644464133, 0.7565854729457974, 0.6698271269837389, 0.8138717339737572, 0.44245148142042123, 0.7565854729457974, 0.3412193545017134, 0.5274968237537414, 0.9864967914296349, 0.8701191997119831, 0.5487020083865324, 0.44245148142042123, 0.3039573320934062, 0.9567532288569174, 0.7405291005715704, 0.5061919589474342, 0.5905129273413294, 0.16847316644464133, 0.4848645828256039, 0.19374947883382485, 0.6506901031179089, 0.380551857066998, 0.44245148142042123, 0.12588928944948308, 0.8964140695210783, 0.5061919589474342, 0.32230602190830704, 0.03546593341354506, 0.22180647190550215, 0.7866262980972412, 0.09286695366967546, 0.9713426487044083, 0.6698271269837389, 0.6109757209767682, 0.40086139116347386, 0.5697317833219949, 0.44245148142042123, 0.03546593341354506, 0.5274968237537414, 0.25265321740844954, 0.05780718298413593, 0.5061919589474342, 0.6310548366819692, 0.19374947883382485, 0.3039573320934062, 0.6109757209767682, 0.6109757209767682, 0.380551857066998, 0.28621206238390096, 0.10827700665723966, 0.9632891569033074, 0.03546593341354506, 0.380551857066998, 0.826453203646374, 0.25265321740844954, 0.380551857066998, 0.5274968237537414, 0.08592399976334196, 0.07343326191269153, 0.045343501437382056, 0.32230602190830704, 0.5905129273413294, 0.1167953743919475, 0.22180647190550215, 0.8138717339737572, 0.8138717339737572, 0.09286695366967546, 0.03265990956683609, 0.15685510336103622, 0.5905129273413294, 0.10030935716061677, 0.09286695366967546, 0.04918384795249982, 0.5274968237537414, 0.46359219069702307, 0.025471598156045747, 0.9352316115657808, 0.40086139116347386, 0.10030935716061677, 0.22180647190550215, 0.28621206238390096, 0.4848645828256039, 0.44245148142042123, 0.42151725890598224]"
follower,Right,"[0.15685510336103622, 0.19374947883382485, 0.7565854729457974, 0.42151725890598224, 0.44245148142042123, 0.5274968237537414, 0.6506901031179089, 0.12588928944948308, 0.03546593341354506, 0.6310548366819692, 0.5487020083865324, 0.04918384795249982, 0.6884177623265628, 0.1807672693005155, 0.7405291005715704, 0.28621206238390096, 0.6310548366819692, 0.23688377651035014, 0.7565854729457974, 0.15685510336103622, 0.1807672693005155, 0.23688377651035014, 0.826453203646374, 0.6884177623265628, 0.12588928944948308, 0.7238002465135849, 0.2691022464970497, 0.36065190656573104, 0.46359219069702307, 0.7719542327261165, 0.5487020083865324, 0.7238002465135849, 0.6310548366819692, 0.22180647190550215, 0.6310548366819692, 0.2691022464970497, 0.44245148142042123, 0.5905129273413294, 0.380551857066998, 0.07343326191269153, 0.36065190656573104, 0.20742796687543463, 0.9530817363696625, 0.7866262980972412, 0.5697317833219949, 0.6109757209767682, 0.6884177623265628, 0.07343326191269153, 0.04918384795249982, 0.46359219069702307, 0.5061919589474342, 0.8495856011768973, 0.826453203646374, 0.3039573320934062, 0.4848645828256039, 0.28621206238390096, 0.7565854729457974, 0.07945465272791494, 0.6506901031179089, 0.1807672693005155, 0.380551857066998, 0.7719542327261165, 0.7565854729457974, 0.8964140695210783, 0.10030935716061677, 0.28621206238390096, 0.1807672693005155, 0.826453203646374, 0.07945465272791494, 0.6109757209767682, 0.09286695366967546, 0.8794616900661685, 0.6884177623265628, 0.5905129273413294, 0.06263387811083082, 0.6698271269837389, 0.6109757209767682, 0.10827700665723966, 0.5061919589474342, 0.6109757209767682, 0.06783456974919343, 0.380551857066998, 0.5697317833219949, 0.5697317833219949, 0.3412193545017134, 0.1807672693005155, 0.42151725890598224, 0.5697317833219949, 0.3039573320934062, 0.25265321740844954, 0.2691022464970497, 0.7064204238004218, 0.22180647190550215, 0.1807672693005155, 0.9040736566800007, 0.4848645828256039, 0.6310548366819692, 0.4848645828256039, 0.6310548366819692, 0.44245148142042123, 0.13558257714003935, 0.07343326191269153, 0.10827700665723966, 0.16847316644464133, 0.22180647190550215, 0.22180647190550215, 0.380551857066998, 0.22180647190550215, 0.7064204238004218, 0.25265321740844954, 0.7064204238004218, 0.07343326191269153, 0.22180647190550215, 0.15685510336103622, 0.32230602190830704, 0.3039573320934062, 0.5697317833219949, 0.08592399976334196, 0.44245148142042123, 0.2691022464970497, 0.5274968237537414, 0.20742796687543463, 0.2691022464970497, 0.7405291005715704, 0.6506901031179089, 0.20742796687543463, 0.5487020083865324, 0.6506901031179089, 0.06263387811083082, 0.20742796687543463, 0.07945465272791494, 0.7866262980972412, 0.8601677371481485, 0.15685510336103622, 0.07945465272791494, 0.8005982245473489, 0.6506901031179089, 0.20742796687543463, 0.20742796687543463, 0.12588928944948308, 0.5274968237537414, 0.8138717339737572, 0.8701191997119831, 0.5061919589474342, 0.44245148142042123, 0.42151725890598224, 0.46359219069702307, 0.7866262980972412, 0.4848645828256039, 0.7719542327261165, 0.46359219069702307, 0.42151725890598224, 0.3412193545017134, 0.44245148142042123, 0.46359219069702307, 0.40086139116347386, 0.3039573320934062, 0.46359219069702307, 0.5061919589474342, 0.15685510336103622, 0.7064204238004218, 0.8701191997119831, 0.5697317833219949, 0.28621206238390096, 0.44245148142042123, 0.22180647190550215, 0.13558257714003935, 0.23688377651035014, 0.6310548366819692, 0.3412193545017134, 0.36065190656573104, 0.380551857066998, 0.23688377651035014, 0.1807672693005155, 0.14589765727494236, 0.2691022464970497, 0.7719542327261165, 0.25265321740844954, 0.13558257714003935, 0.19374947883382485, 0.826453203646374, 0.8383531326036774, 0.6310548366819692, 0.44245148142042123, 0.5697317833219949, 0.4848645828256039, 0.6109757209767682, 0.2691022464970497, 0.5274968237537414, 0.3412193545017134, 0.3039573320934062, 0.10030935716061677, 0.1807672693005155, 0.6506901031179089, 0.6698271269837389, 0.44245148142042123, 0.15685510336103622, 0.380551857066998, 0.20742796687543463, 0.1167953743919475, 0.380551857066998, 0.1807672693005155, 0.36065190656573104, 0.6310548366819692, 0.3412193545017134, 0.2691022464970497, 0.1807672693005155, 0.36065190656573104, 0.4848645828256039, 0.22180647190550215, 0.20742796687543463, 0.42151725890598224, 0.8005982245473489, 0.32230602190830704, 0.3039573320934062, 0.25265321740844954, 0.36065190656573104, 0.40086139116347386, 0.44245148142042123, 0.28621206238390096, 0.08592399976334196, 0.7565854729457974, 0.32230602190830704, 0.07343326191269153, 0.5487020083865324, 0.05780718298413593, 0.6884177623265628, 0.5487020083865324, 0.7238002465135849, 0.44245148142042123, 0.6698271269837389, 0.5061919589474342, 0.5061919589474342, 0.25265321740844954, 0.5061919589474342, 0.06783456974919343, 0.07945465272791494, 0.8138717339737572, 0.5274968237537414, 0.20742796687543463, 0.28621206238390096, 0.6109757209767682, 0.7565854729457974, 0.28621206238390096, 0.380551857066998, 0.40086139116347386, 0.826453203646374, 0.32230602190830704, 0.6698271269837389, 0.05780718298413593, 0.6109757209767682, 0.5905129273413294, 0.6506901031179089, 0.36065190656573104, 0.23688377651035014, 0.15685510336103622, 0.13558257714003935, 0.07945465272791494, 0.46359219069702307, 0.05780718298413593, 0.28621206238390096, 0.40086139116347386, 0.28621206238390096, 0.6109757209767682, 0.7866262980972412, 0.8383531326036774, 0.4848645828256039, 0.5487020083865324, 0.06263387811083082, 0.380551857066998, 0.3412193545017134, 0.7866262980972412, 0.6884177623265628, 0.5061919589474342, 0.20742796687543463, 0.4848645828256039, 0.7719542327261165, 0.6310548366819692, 0.380551857066998, 0.5061919589474342, 0.2691022464970497, 0.5274968237537414, 0.7719542327261165, 0.3039573320934062, 0.8005982245473489, 0.2691022464970497, 0.15685510336103622, 0.40086139116347386, 0.46359219069702307, 0.045343501437382056, 0.8138717339737572, 0.5697317833219949, 0.2691022464970497, 0.06783456974919343, 0.23688377651035014, 0.380551857066998, 0.25265321740844954, 0.46359219069702307, 0.6884177623265628]"
friend,Center,"[0.04178983547133819, 0.038503444945083086, 0.045343501437382056, 0.4848645828256039, 0.025471598156045747, 0.03265990956683609, 0.04178983547133819, 0.05780718298413593, 0.038503444945083086, 0.025471598156045747, 0.9040736566800007, 0.025471598156045747, 0.03546593341354506, 0.10827700665723966, 0.023437100509770627, 0.0215615093045025, 0.07945465272791494, 0.13558257714003935, 0.038503444945083086, 0.04918384795249982, 0.05333128056896264, 0.025471598156045747, 0.7064204238004218, 0.12588928944948308, 0.5697317833219949, 0.03546593341354506, 0.07343326191269153, 0.09286695366967546, 0.025471598156045747, 0.03265990956683609, 0.19374947883382485, 0.030068974042493608, 0.3039573320934062, 0.03546593341354506, 0.05780718298413593, 0.7719542327261165, 0.05333128056896264, 0.6506901031179089, 0.045343501437382056, 0.04918384795249982, 0.8701191997119831, 0.04918384795249982, 0.030068974042493608, 0.1167953743919475, 0.030068974042493608, 0.027677698437753848, 0.030068974042493608, 0.06263387811083082, 0.10030935716061677, 0.15685510336103622, 0.030068974042493608, 0.9240939964164224, 0.038503444945083086, 0.03265990956683609, 0.03546593341354506, 0.826453203646374, 0.04178983547133819, 0.023437100509770627, 0.1167953743919475, 0.03265990956683609, 0.030068974042493608, 0.08592399976334196, 0.03265990956683609, 0.038503444945083086, 0.01983296694956421, 0.20742796687543463, 0.027677698437753848, 0.08592399976334196, 0.380551857066998, 0.030068974042493608, 0.8005982245473489, 0.16847316644464133, 0.07945465272791494, 0.12588928944948308, 0.025471598156045747, 0.025471598156045747, 0.9794591788597505, 0.03546593341354506, 0.023437100509770627, 0.05780718298413593, 0.03265990956683609, 0.12588928944948308, 0.0215615093045025, 0.5905129273413294, 0.045343501437382056, 0.5274968237537414, 0.025471598156045747, 0.07945465272791494, 0.4848645828256039, 0.03546593341354506, 0.045343501437382056, 0.42151725890598224, 0.030068974042493608, 0.7064204238004218, 0.023437100509770627, 0.1167953743919475, 0.023437100509770627, 0.07945465272791494, 0.5061919589474342, 0.05333128056896264, 0.023437100509770627, 0.15685510336103622, 0.045343501437382056, 0.14589765727494236, 0.06783456974919343, 0.5697317833219949, 0.8794616900661685, 0.0215615093045025, 0.9713426487044083, 0.038503444945083086, 0.025471598156045747, 0.038503444945083086, 0.23688377651035014, 0.09286695366967546, 0.03546593341354506, 0.5061919589474342, 0.03265990956683609, 0.1167953743919475, 0.380551857066998, 0.0215615093045025, 0.8601677371481485, 0.027677698437753848, 0.14589765727494236, 0.9491151251673986, 0.027677698437753848, 0.04178983547133819, 0.030068974042493608, 0.03546593341354506, 0.03265990956683609, 0.9040736566800007, 0.8383531326036774, 0.038503444945083086, 0.15685510336103622, 0.380551857066998, 0.04178983547133819, 0.10030935716061677, 0.023437100509770627, 0.9567532288569174, 0.10827700665723966, 0.027677698437753848, 0.23688377651035014, 0.960149429127191, 0.20742796687543463, 0.04178983547133819, 0.03546593341354506, 0.7238002465135849, 0.04178983547133819, 0.07343326191269153, 0.05780718298413593, 0.9352316115657808, 0.44245148142042123, 0.9567532288569174, 0.038503444945083086, 0.03546593341354506, 0.7866262980972412, 0.030068974042493608, 0.03546593341354506, 0.023437100509770627, 0.04178983547133819, 0.1167953743919475, 0.42151725890598224, 0.030068974042493608, 0.13558257714003935, 0.1807672693005155, 0.32230602190830704, 0.46359219069702307, 0.9178878139616656, 0.030068974042493608, 0.030068974042493608, 0.03265990956683609, 0.03265990956683609, 0.23688377651035014, 0.46359219069702307, 0.12588928944948308, 0.06263387811083082, 0.03546593341354506, 0.12588928944948308, 0.05333128056896264, 0.06263387811083082, 0.3412193545017134, 0.045343501437382056, 0.8701191997119831, 0.9530817363696625, 0.023437100509770627, 0.09286695366967546, 0.06783456974919343, 0.03265990956683609, 0.05780718298413593, 0.038503444945083086, 0.03265990956683609, 0.10827700665723966, 0.1807672693005155, 0.6884177623265628, 0.04918384795249982, 0.04918384795249982, 0.04918384795249982, 0.027677698437753848, 0.03265990956683609, 0.045343501437382056, 0.038503444945083086, 0.9688694437075864, 0.46359219069702307, 0.030068974042493608, 0.023437100509770627, 0.9448325758058531, 0.07945465272791494]"
friend,Center-left,"[0.25265321740844954, 0.03265990956683609, 0.14589765727494236, 0.22180647190550215, 0.25265321740844954, 0.045343501437382056, 0.09286695366967546, 0.7719542327261165, 0.06783456974919343, 0.045343501437382056, 0.7866262980972412, 0.05780718298413593, 0.9530817363696625, 0.28621206238390096, 0.25265321740844954, 0.030068974042493608, 0.04918384795249982, 0.10827700665723966, 0.07343326191269153, 0.4848645828256039, 0.07945465272791494, 0.09286695366967546, 0.03265990956683609, 0.045343501437382056, 0.07343326191269153, 0.5487020083865324, 0.10827700665723966, 0.6884177623265628, 0.04178983547133819, 0.3039573320934062, 0.3412193545017134, 0.6109757209767682, 0.04918384795249982, 0.045343501437382056, 0.5697317833219949, 0.045343501437382056, 0.027677698437753848, 0.13558257714003935, 0.10827700665723966, 0.01983296694956421, 0.7719542327261165, 0.10030935716061677, 0.05780718298413593, 0.19374947883382485, 0.038503444945083086, 0.12588928944948308, 0.025471598156045747, 0.5905129273413294, 0.038503444945083086, 0.1167953743919475, 0.7238002465135849, 0.9567532288569174, 0.038503444945083086, 0.05333128056896264, 0.038503444945083086, 0.04178983547133819, 0.15685510336103622, 0.12588928944948308, 0.01983296694956421, 0.06263387811083082, 0.04178983547133819, 0.7238002465135849, 0.07945465272791494, 0.07945465272791494, 0.05780718298413593, 0.03265990956683609, 0.14589765727494236, 0.06783456974919343, 0.28621206238390096, 0.23688377651035014, 0.08592399976334196, 0.3412193545017134, 0.12588928944948308, 0.6310548366819692, 0.8383531326036774, 0.7565854729457974, 0.6310548366819692, 0.9298669453061029, 0.23688377651035014, 0.9794591788597505, 0.1807672693005155, 0.12588928944948308, 0.13558257714003935, 0.10827700665723966, 0.2691022464970497, 0.6698271269837389, 0.1167953743919475, 0.027677698437753848, 0.19374947883382485, 0.5274968237537414, 0.04918384795249982, 0.6310548366819692, 0.5487020083865324, 0.7238002465135849, 0.36065190656573104, 0.8964140695210783, 0.5905129273413294, 0.07945465272791494, 0.6884177623265628, 0.8601677371481485, 0.25265321740844954, 0.05333128056896264, 0.04918384795249982, 0.07945465272791494, 0.5061919589474342, 0.12588928944948308, 0.25265321740844954, 0.36065190656573104, 0.4848645828256039, 0.07945465272791494, 0.40086139116347386, 0.1167953743919475, 0.05333128056896264, 0.10827700665723966, 0.027677698437753848, 0.36065190656573104, 0.09286695366967546, 0.1167953743919475, 0.05780718298413593, 0.25265321740844954, 0.42151725890598224, 0.07343326191269153, 0.9632891569033074, 0.5905129273413294, 0.05780718298413593, 0.9240939964164224, 0.08592399976334196, 0.045343501437382056, 0.023437100509770627, 0.20742796687543463, 0.16847316644464133, 0.07343326191269153, 0.15685510336103622, 0.03265990956683609, 0.03265990956683609, 0.045343501437382056, 0.10827700665723966, 0.05780718298413593, 0.06263387811083082, 0.32230602190830704, 0.1807672693005155, 0.023437100509770627, 0.9757295961173048, 0.05780718298413593, 0.6884177623265628, 0.8005982245473489, 0.7719542327261165, 0.6109757209767682, 0.04178983547133819, 0.1167953743919475, 0.8495856011768973, 0.1167953743919475, 0.03265990956683609, 0.03265990956683609, 0.025471598156045747, 0.14589765727494236, 0.03546593341354506, 0.5061919589474342, 0.09286695366967546, 0.0215615093045025, 0.20742796687543463, 0.7064204238004218, 0.23688377651035014, 0.07945465272791494, 0.32230602190830704, 0.6698271269837389, 0.06783456974919343, 0.3412193545017134, 0.04918384795249982, 0.025471598156045747, 0.07343326191269153, 0.1807672693005155, 0.030068974042493608, 0.8964140695210783, 0.07945465272791494, 0.027677698437753848, 0.25265321740844954, 0.6310548366819692, 0.07945465272791494, 0.03546593341354506, 0.7405291005715704, 0.06783456974919343, 0.5487020083865324, 0.8495856011768973, 0.15685510336103622, 0.10827700665723966, 0.40086139116347386, 0.07945465272791494, 0.6506901031179089, 0.23688377651035014, 0.3039573320934062, 0.05780718298413593, 0.36065190656573104, 0.6310548366819692, 0.8495856011768973, 0.1167953743919475, 0.025471598156045747, 0.03265990956683609, 0.25265321740844954, 0.030068974042493608, 0.7719542327261165, 0.12588928944948308, 0.7238002465135849, 0.16847316644464133, 0.03265990956683609, 0.03546593341354506, 0.07343326191269153, 0.027677698437753848, 0.030068974042493608, 0.07343326191269153, 0.06263387811083082, 0.03265990956683609, 0.023437100509770627, 0.04918384795249982, 0.0215615093045025, 0.1167953743919475, 0.2691022464970497, 0.19374947883382485, 0.9826258494473956, 0.05780718298413593, 0.03546593341354506, 0.030068974042493608, 0.06263387811083082, 0.06783456974919343, 0.06783456974919343, 0.06783456974919343, 0.030068974042493608, 0.9688694437075864, 0.027677698437753848, 0.01983296694956421, 0.03265990956683609, 0.030068974042493608, 0.05333128056896264, 0.023437100509770627, 0.06263387811083082, 0.05333128056896264, 0.19374947883382485, 0.10827700665723966, 0.14589765727494236, 0.9826258494473956, 0.030068974042493608, 0.04178983547133819, 0.04178983547133819, 0.15685510336103622, 0.038503444945083086, 0.04178983547133819, 0.10827700665723966, 0.06783456974919343, 0.09286695366967546, 0.07945465272791494, 0.1807672693005155, 0.038503444945083086, 0.045343501437382056, 0.030068974042493608, 0.40086139116347386, 0.5274968237537414, 0.07343326191269153, 0.027677698437753848, 0.15685510336103622, 0.025471598156045747, 0.03265990956683609]"
