t_usr_id_ego,BreitbartNews,BreitbartNews,bot11,bot11,bot14,bot14,bot12,bot12,bot13,bot13,bot10,bot10,USATODAY,USATODAY,WSJ,WSJ,bot7,bot7,bot2,bot2,bot5,bot5,bot6,bot6,bot15,bot15,bot1,bot1,thenation,thenation,bot4,bot4,bot3,bot3,bot8,bot8,washingtonpost,washingtonpost,bot9,bot9
conn_type,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower,friend,follower
81,0.03265990956683609,,0.07343326191269153,0.10030935716061677,0.1807672693005155,,0.1167953743919475,0.2691022464970497,0.6109757209767682,0.07945465272791494,0.03546593341354506,,0.10827700665723966,0.9448325758058531,0.038503444945083086,0.9448325758058531,0.023437100509770627,,0.09286695366967546,0.380551857066998,0.2691022464970497,,0.030068974042493608,,0.40086139116347386,0.32230602190830704,0.4848645828256039,,0.19374947883382485,0.8005982245473489,0.08592399976334196,,0.10827700665723966,0.7719542327261165,0.06783456974919343,,0.03265990956683609,0.7064204238004218,0.8601677371481485,
82,0.04178983547133819,0.09286695366967546,,0.8495856011768973,0.07343326191269153,0.6698271269837389,0.4848645828256039,0.46359219069702307,0.5697317833219949,0.7565854729457974,0.06783456974919343,,0.06783456974919343,0.25265321740844954,0.05333128056896264,0.14589765727494236,0.09286695366967546,,0.04918384795249982,0.7866262980972412,0.44245148142042123,,0.07945465272791494,,0.07945465272791494,0.15685510336103622,0.28621206238390096,,0.023437100509770627,,0.04918384795249982,,0.10030935716061677,0.6506901031179089,0.9567532288569174,,0.04918384795249982,0.7565854729457974,0.04178983547133819,
83,0.7064204238004218,0.7064204238004218,0.03265990956683609,0.826453203646374,0.038503444945083086,0.380551857066998,0.0215615093045025,0.7064204238004218,,,0.04918384795249982,,0.07343326191269153,0.8495856011768973,0.045343501437382056,0.9875875115922786,0.03265990956683609,,0.28621206238390096,0.6698271269837389,0.12588928944948308,0.4848645828256039,0.07343326191269153,,0.40086139116347386,0.10827700665723966,0.04918384795249982,,0.40086139116347386,,0.2691022464970497,,0.32230602190830704,0.6109757209767682,0.023437100509770627,,0.0215615093045025,0.36065190656573104,0.03265990956683609,
84,0.28621206238390096,,0.027677698437753848,0.3412193545017134,0.380551857066998,0.15685510336103622,0.1167953743919475,0.19374947883382485,0.5697317833219949,0.380551857066998,0.7238002465135849,,0.14589765727494236,0.23688377651035014,0.03265990956683609,0.2691022464970497,0.05780718298413593,,0.15685510336103622,0.5061919589474342,0.5697317833219949,0.7565854729457974,0.15685510336103622,,,0.3039573320934062,0.038503444945083086,,0.10827700665723966,0.05780718298413593,,,0.05780718298413593,0.5905129273413294,0.04178983547133819,,0.380551857066998,0.9298669453061029,0.9713426487044083,
85,0.12588928944948308,0.7719542327261165,0.826453203646374,0.10030935716061677,,0.8601677371481485,0.36065190656573104,0.3039573320934062,0.28621206238390096,0.7565854729457974,0.6884177623265628,,0.03265990956683609,0.44245148142042123,0.08592399976334196,,0.36065190656573104,,0.7238002465135849,,0.4848645828256039,,0.25265321740844954,,0.3039573320934062,0.05780718298413593,0.8495856011768973,,0.07343326191269153,0.05780718298413593,0.04178983547133819,,0.04918384795249982,0.6109757209767682,0.04178983547133819,,0.038503444945083086,0.8383531326036774,0.05333128056896264,
86,0.08592399976334196,0.42151725890598224,0.7565854729457974,0.826453203646374,0.10030935716061677,0.20742796687543463,0.42151725890598224,0.23688377651035014,0.25265321740844954,0.1807672693005155,0.05780718298413593,,0.04918384795249982,,0.23688377651035014,,0.20742796687543463,,0.018240414977142547,,0.12588928944948308,0.380551857066998,0.03546593341354506,,0.32230602190830704,0.5905129273413294,0.1167953743919475,,0.05780718298413593,0.05333128056896264,0.03546593341354506,,0.7719542327261165,0.8601677371481485,0.04178983547133819,,0.04918384795249982,0.06263387811083082,0.1167953743919475,
87,0.08592399976334196,0.46359219069702307,0.12588928944948308,0.380551857066998,0.04178983547133819,0.20742796687543463,0.8882184952163719,0.12588928944948308,,0.6310548366819692,0.1807672693005155,,0.04918384795249982,0.08592399976334196,0.04918384795249982,0.5905129273413294,0.0215615093045025,,0.10030935716061677,,0.04178983547133819,,0.09286695366967546,,0.025471598156045747,0.6109757209767682,0.40086139116347386,,0.05333128056896264,0.9864967914296349,0.8794616900661685,,0.380551857066998,0.8601677371481485,0.06783456974919343,,0.05333128056896264,0.8005982245473489,0.038503444945083086,
88,0.6884177623265628,0.5697317833219949,0.06783456974919343,0.6698271269837389,0.06783456974919343,0.7064204238004218,0.3412193545017134,0.36065190656573104,0.7719542327261165,0.7866262980972412,0.32230602190830704,,0.030068974042493608,,0.08592399976334196,,0.05333128056896264,,0.9632891569033074,,0.14589765727494236,0.20742796687543463,0.40086139116347386,,0.28621206238390096,0.40086139116347386,,,0.06263387811083082,0.10030935716061677,0.038503444945083086,,0.8701191997119831,0.826453203646374,0.5274968237537414,,0.05780718298413593,,0.05780718298413593,
89,0.06263387811083082,0.9040736566800007,0.030068974042493608,0.1807672693005155,0.3412193545017134,0.22180647190550215,0.3412193545017134,0.9794591788597505,0.7238002465135849,0.46359219069702307,0.03265990956683609,,0.045343501437382056,0.025471598156045747,0.9240939964164224,,0.025471598156045747,,0.6310548366819692,,0.03265990956683609,0.36065190656573104,0.03265990956683609,,0.6310548366819692,0.5487020083865324,0.16847316644464133,,0.04178983547133819,0.14589765727494236,0.023437100509770627,,0.6109757209767682,0.6698271269837389,0.15685510336103622,,0.05333128056896264,0.9178878139616656,0.6109757209767682,
90,0.045343501437382056,0.07945465272791494,0.1167953743919475,0.36065190656573104,0.08592399976334196,0.6310548366819692,0.380551857066998,0.36065190656573104,0.44245148142042123,0.07945465272791494,0.44245148142042123,,0.04918384795249982,,0.7238002465135849,0.5274968237537414,0.3039573320934062,,0.7405291005715704,,0.03546593341354506,0.7238002465135849,0.03546593341354506,,0.08592399976334196,0.6109757209767682,0.5905129273413294,,0.22180647190550215,0.07945465272791494,0.0215615093045025,,0.5274968237537414,0.19374947883382485,0.5061919589474342,,0.14589765727494236,0.9448325758058531,0.027677698437753848,
91,0.05780718298413593,,0.8964140695210783,0.3039573320934062,0.5697317833219949,0.22180647190550215,0.07343326191269153,0.22180647190550215,0.6884177623265628,0.2691022464970497,0.16847316644464133,,0.045343501437382056,,0.10030935716061677,0.6310548366819692,0.07945465272791494,,0.3039573320934062,,0.05333128056896264,,0.15685510336103622,,0.027677698437753848,0.28621206238390096,0.10827700665723966,,0.7064204238004218,,0.038503444945083086,,0.380551857066998,0.5697317833219949,0.09286695366967546,,0.10030935716061677,0.7064204238004218,0.05333128056896264,
92,0.10827700665723966,0.05780718298413593,0.05333128056896264,0.3412193545017134,0.2691022464970497,0.6506901031179089,0.12588928944948308,0.6698271269837389,0.05333128056896264,0.8601677371481485,0.03546593341354506,,0.038503444945083086,0.8964140695210783,0.06783456974919343,0.08592399976334196,0.03265990956683609,,0.46359219069702307,,0.9567532288569174,0.6884177623265628,0.08592399976334196,,0.2691022464970497,0.8138717339737572,0.045343501437382056,,0.027677698437753848,0.22180647190550215,,,0.04918384795249982,0.32230602190830704,0.045343501437382056,,0.06263387811083082,0.8344132986249644,0.9491151251673986,
93,0.03546593341354506,,0.07945465272791494,0.40086139116347386,0.5697317833219949,0.6884177623265628,0.030068974042493608,0.06263387811083082,0.7866262980972412,0.826453203646374,0.5697317833219949,,0.10827700665723966,0.9402123048447205,0.05333128056896264,,0.027677698437753848,,0.3412193545017134,,0.19374947883382485,,0.03265990956683609,,0.045343501437382056,0.40086139116347386,0.1807672693005155,,0.826453203646374,0.8882184952163719,0.06263387811083082,,0.28621206238390096,0.36065190656573104,0.023437100509770627,,0.023437100509770627,0.2691022464970497,0.7064204238004218,
94,0.1167953743919475,,0.027677698437753848,0.1167953743919475,0.03546593341354506,0.36065190656573104,0.06263387811083082,0.5905129273413294,0.2691022464970497,0.36065190656573104,0.05333128056896264,,0.05333128056896264,,0.1167953743919475,0.7719542327261165,0.8005982245473489,,0.5487020083865324,,0.23688377651035014,0.5274968237537414,0.16847316644464133,,0.9567532288569174,,0.8383531326036774,,0.826453203646374,0.3039573320934062,0.04918384795249982,,0.22180647190550215,0.8601677371481485,0.04918384795249982,,0.05333128056896264,0.8383531326036774,0.1167953743919475,
95,0.09286695366967546,0.9632891569033074,0.7405291005715704,0.06263387811083082,0.10827700665723966,0.3039573320934062,0.8495856011768973,0.10030935716061677,0.6109757209767682,0.1807672693005155,0.04918384795249982,,0.045343501437382056,,0.28621206238390096,0.9491151251673986,0.08592399976334196,,0.06783456974919343,,0.05333128056896264,0.7238002465135849,0.04178983547133819,,0.9682195545775046,0.7565854729457974,0.027677698437753848,0.6310548366819692,0.08592399976334196,0.7405291005715704,0.7719542327261165,,0.32230602190830704,0.42151725890598224,0.06783456974919343,,0.06783456974919343,0.9298669453061029,0.5061919589474342,
96,0.42151725890598224,,0.1167953743919475,0.19374947883382485,0.20742796687543463,0.5697317833219949,,0.22180647190550215,0.07343326191269153,0.07343326191269153,0.045343501437382056,,0.22180647190550215,,0.05333128056896264,0.6310548366819692,0.038503444945083086,,0.10827700665723966,,0.03265990956683609,0.5905129273413294,0.20742796687543463,,0.045343501437382056,,0.05780718298413593,,0.03546593341354506,,0.13558257714003935,,0.027677698437753848,0.28621206238390096,0.027677698437753848,,0.09286695366967546,,0.5274968237537414,
97,0.04918384795249982,,0.32230602190830704,0.28621206238390096,0.12588928944948308,0.6310548366819692,0.03546593341354506,0.7405291005715704,0.42151725890598224,0.1807672693005155,0.06263387811083082,,0.07343326191269153,0.380551857066998,0.10030935716061677,,0.030068974042493608,,0.03265990956683609,,0.7238002465135849,,0.04178983547133819,,0.6884177623265628,0.8495856011768973,0.10030935716061677,,0.07945465272791494,0.28621206238390096,0.04918384795249982,,0.030068974042493608,0.5697317833219949,0.10030935716061677,,0.05333128056896264,,0.32230602190830704,
98,0.14589765727494236,0.44245148142042123,0.380551857066998,0.46359219069702307,0.5061919589474342,0.5905129273413294,0.4848645828256039,0.3412193545017134,0.6310548366819692,0.3039573320934062,0.023437100509770627,,0.03265990956683609,,0.1807672693005155,0.9352316115657808,0.025471598156045747,,0.5274968237537414,,0.09286695366967546,0.28621206238390096,0.038503444945083086,,0.045343501437382056,,0.03546593341354506,,0.027677698437753848,0.018240414977142547,0.8383531326036774,,0.027677698437753848,0.6506901031179089,0.04178983547133819,,0.04918384795249982,,0.038503444945083086,
99,,0.40086139116347386,0.027677698437753848,0.6698271269837389,0.8701191997119831,0.1167953743919475,0.027677698437753848,0.5487020083865324,0.7866262980972412,0.28621206238390096,0.04178983547133819,,0.06783456974919343,,0.06783456974919343,,,,0.5274968237537414,,0.030068974042493608,0.9794591788597505,0.16847316644464133,,0.06783456974919343,0.04918384795249982,0.5905129273413294,,0.2691022464970497,0.23688377651035014,0.10827700665723966,,0.15685510336103622,0.09286695366967546,0.09286695366967546,,0.44245148142042123,0.5274968237537414,0.10827700665723966,
100,0.13558257714003935,0.40086139116347386,0.1807672693005155,0.22180647190550215,0.40086139116347386,0.4848645828256039,0.6109757209767682,0.16847316644464133,0.380551857066998,,0.023437100509770627,,0.05780718298413593,0.1167953743919475,0.05780718298413593,0.23688377651035014,0.04178983547133819,,0.44245148142042123,,0.6884177623265628,0.380551857066998,0.04918384795249982,,0.6109757209767682,0.6884177623265628,0.32230602190830704,,0.023437100509770627,,0.045343501437382056,,0.06263387811083082,0.8138717339737572,0.1167953743919475,,0.05333128056896264,0.9298669453061029,0.04178983547133819,
101,0.13558257714003935,0.9713426487044083,0.22180647190550215,0.5697317833219949,0.6506901031179089,0.1167953743919475,0.5697317833219949,0.6109757209767682,0.5061919589474342,,0.030068974042493608,,0.04918384795249982,0.038503444945083086,0.06263387811083082,0.06263387811083082,0.030068974042493608,,0.7238002465135849,0.3412193545017134,0.1167953743919475,0.14589765727494236,0.3412193545017134,,0.2691022464970497,,0.027677698437753848,,0.03265990956683609,0.027677698437753848,0.05780718298413593,,0.8495856011768973,0.6310548366819692,0.07343326191269153,,0.06783456974919343,,0.023437100509770627,
102,0.045343501437382056,0.07343326191269153,0.04918384795249982,0.7719542327261165,0.22180647190550215,0.7719542327261165,0.5905129273413294,0.42151725890598224,,0.44245148142042123,0.08592399976334196,,0.04178983547133819,,0.42151725890598224,0.8383531326036774,0.20742796687543463,,0.7064204238004218,,0.10827700665723966,,0.023437100509770627,,0.05333128056896264,,0.36065190656573104,,0.05333128056896264,0.038503444945083086,,,0.06783456974919343,0.7064204238004218,0.10030935716061677,,0.09286695366967546,,0.08592399976334196,
103,0.09286695366967546,0.23688377651035014,0.04178983547133819,0.4848645828256039,,0.13558257714003935,0.7064204238004218,0.16847316644464133,0.6109757209767682,0.44245148142042123,0.07945465272791494,,0.06783456974919343,0.16847316644464133,0.07945465272791494,0.8138717339737572,0.045343501437382056,,0.46359219069702307,,0.030068974042493608,0.44245148142042123,0.03546593341354506,,0.030068974042493608,,0.16847316644464133,,,0.19374947883382485,0.07343326191269153,,0.05780718298413593,0.28621206238390096,0.027677698437753848,,0.06263387811083082,0.3412193545017134,0.030068974042493608,
104,0.023437100509770627,0.32230602190830704,0.14589765727494236,0.40086139116347386,0.6698271269837389,0.8383531326036774,0.027677698437753848,0.12588928944948308,0.2691022464970497,0.6884177623265628,0.027677698437753848,,0.038503444945083086,0.19374947883382485,0.15685510336103622,0.14589765727494236,0.9567532288569174,,0.027677698437753848,,0.6109757209767682,,0.1167953743919475,,0.07945465272791494,,0.9688694437075864,,0.03546593341354506,0.08592399976334196,0.038503444945083086,,0.04918384795249982,0.22180647190550215,0.03265990956683609,,0.025471598156045747,0.9240939964164224,0.04918384795249982,
105,0.04178983547133819,,0.03546593341354506,0.8964140695210783,0.44245148142042123,0.14589765727494236,0.36065190656573104,0.25265321740844954,0.5905129273413294,0.7405291005715704,0.42151725890598224,,0.038503444945083086,0.9736247158244454,0.01983296694956421,,0.0215615093045025,,0.04918384795249982,,0.3412193545017134,0.6698271269837389,0.04918384795249982,,0.14589765727494236,,0.03546593341354506,,0.08592399976334196,,0.28621206238390096,,0.7405291005715704,0.6884177623265628,0.03546593341354506,,0.5061919589474342,0.9567532288569174,0.03265990956683609,
106,0.03546593341354506,0.7064204238004218,0.03265990956683609,0.20742796687543463,0.05333128056896264,0.826453203646374,0.10827700665723966,0.7238002465135849,,0.10030935716061677,0.08592399976334196,,0.19374947883382485,0.13558257714003935,0.07343326191269153,0.5274968237537414,0.0215615093045025,,0.1167953743919475,,0.04918384795249982,0.22180647190550215,0.07343326191269153,,0.12588928944948308,,0.3412193545017134,,0.03265990956683609,0.23688377651035014,0.03265990956683609,,0.5487020083865324,0.46359219069702307,0.7405291005715704,,0.04918384795249982,0.8601677371481485,0.3412193545017134,
107,0.025471598156045747,,0.025471598156045747,0.5487020083865324,0.46359219069702307,0.13558257714003935,,0.12588928944948308,0.1807672693005155,0.8964140695210783,0.025471598156045747,,0.36065190656573104,0.12588928944948308,0.05780718298413593,0.22180647190550215,0.07343326191269153,,0.14589765727494236,,0.32230602190830704,0.5905129273413294,0.03265990956683609,,0.44245148142042123,0.44245148142042123,0.08592399976334196,,0.09286695366967546,0.42151725890598224,0.030068974042493608,,0.25265321740844954,0.36065190656573104,0.3039573320934062,,0.03265990956683609,0.1167953743919475,0.06263387811083082,
108,0.08592399976334196,0.2691022464970497,0.030068974042493608,0.3039573320934062,0.6506901031179089,,,0.25265321740844954,0.15685510336103622,0.826453203646374,0.09286695366967546,,0.10827700665723966,0.9352316115657808,0.10030935716061677,0.9567532288569174,0.045343501437382056,,0.15685510336103622,,0.25265321740844954,0.8882184952163719,0.07945465272791494,,0.14589765727494236,,0.12588928944948308,,0.027677698437753848,0.32230602190830704,0.05333128056896264,,0.03546593341354506,0.7565854729457974,0.06263387811083082,,0.04918384795249982,,0.04178983547133819,
109,0.1167953743919475,,0.7565854729457974,0.6884177623265628,0.14589765727494236,0.3412193545017134,0.25265321740844954,0.32230602190830704,,0.44245148142042123,0.6109757209767682,,0.06783456974919343,,0.7719542327261165,,0.06263387811083082,,0.9240939964164224,,0.3039573320934062,0.42151725890598224,0.027677698437753848,,0.2691022464970497,,0.9632891569033074,,0.28621206238390096,0.4848645828256039,0.5487020083865324,,0.14589765727494236,,0.038503444945083086,,0.04918384795249982,0.8138717339737572,0.05780718298413593,
110,0.07945465272791494,,0.7866262980972412,0.8138717339737572,0.15685510336103622,0.10030935716061677,0.4848645828256039,0.8601677371481485,0.10827700665723966,0.46359219069702307,0.28621206238390096,,0.6506901031179089,0.5697317833219949,0.045343501437382056,,0.07945465272791494,,0.023437100509770627,,0.10827700665723966,0.9240939964164224,,,0.28621206238390096,,0.030068974042493608,,0.03265990956683609,0.8138717339737572,,,0.3412193545017134,0.05333128056896264,0.03265990956683609,,0.03546593341354506,0.9448325758058531,0.03546593341354506,
111,0.6884177623265628,0.1807672693005155,0.030068974042493608,0.7719542327261165,0.8138717339737572,0.5697317833219949,0.8495856011768973,0.13558257714003935,0.6698271269837389,0.8138717339737572,0.027677698437753848,,0.06263387811083082,,0.06783456974919343,0.9240939964164224,0.025471598156045747,,0.5905129273413294,,0.9448325758058531,0.8794616900661685,0.03265990956683609,,0.04918384795249982,,0.04178983547133819,,0.14589765727494236,0.19374947883382485,0.023437100509770627,,0.6109757209767682,,0.46359219069702307,,0.4848645828256039,0.19374947883382485,0.03546593341354506,
112,0.23688377651035014,0.08592399976334196,0.7238002465135849,,0.14589765727494236,0.05780718298413593,0.5697317833219949,0.6698271269837389,0.36065190656573104,0.380551857066998,0.04918384795249982,,0.06263387811083082,0.8383531326036774,0.03546593341354506,0.5274968237537414,0.6109757209767682,,0.8138717339737572,0.380551857066998,0.04178983547133819,0.1167953743919475,0.030068974042493608,,0.44245148142042123,,0.07945465272791494,,0.06783456974919343,0.9352316115657808,,,0.9736247158244454,,0.038503444945083086,,0.038503444945083086,0.13558257714003935,0.32230602190830704,
113,0.6698271269837389,0.7866262980972412,0.12588928944948308,,0.44245148142042123,0.380551857066998,0.027677698437753848,0.8005982245473489,0.027677698437753848,0.20742796687543463,0.025471598156045747,,0.10030935716061677,0.9713426487044083,0.038503444945083086,,0.03546593341354506,,0.07945465272791494,,0.038503444945083086,0.960149429127191,0.025471598156045747,,0.44245148142042123,,0.20742796687543463,,0.038503444945083086,0.6109757209767682,0.027677698437753848,,0.12588928944948308,,0.038503444945083086,,0.09286695366967546,,0.14589765727494236,
114,0.3039573320934062,,0.5905129273413294,,0.07343326191269153,,0.25265321740844954,0.7565854729457974,0.07343326191269153,,0.038503444945083086,,0.045343501437382056,,0.04918384795249982,,0.3039573320934062,,0.08592399976334196,,0.7719542327261165,0.6310548366819692,0.1167953743919475,,0.10827700665723966,,0.10827700665723966,,0.045343501437382056,0.44245148142042123,0.045343501437382056,,,,0.03265990956683609,,0.5487020083865324,0.6506901031179089,0.9112229533096339,
115,0.06783456974919343,0.06783456974919343,0.08592399976334196,,0.44245148142042123,,0.03265990956683609,0.380551857066998,0.07945465272791494,0.36065190656573104,0.0215615093045025,,0.038503444945083086,,0.07945465272791494,,0.1167953743919475,,0.038503444945083086,,0.038503444945083086,0.6884177623265628,0.025471598156045747,,0.22180647190550215,,0.36065190656573104,,0.04178983547133819,0.1807672693005155,0.027677698437753848,,0.25265321740844954,,0.06263387811083082,,0.023437100509770627,,0.04918384795249982,
116,0.5061919589474342,,0.6698271269837389,,0.7238002465135849,0.19374947883382485,0.5274968237537414,0.5487020083865324,0.380551857066998,0.6884177623265628,0.030068974042493608,,0.12588928944948308,0.9240939964164224,0.05333128056896264,0.7238002465135849,0.030068974042493608,,0.038503444945083086,,0.04178983547133819,0.40086139116347386,0.025471598156045747,,0.023437100509770627,,0.027677698437753848,,0.025471598156045747,0.15685510336103622,0.8601677371481485,,0.3412193545017134,,0.9736247158244454,,0.04918384795249982,0.5697317833219949,0.04178983547133819,
117,0.5274968237537414,,0.025471598156045747,,0.5697317833219949,0.1807672693005155,0.6884177623265628,0.44245148142042123,0.12588928944948308,0.7719542327261165,0.07945465272791494,,0.04918384795249982,0.16847316644464133,0.1167953743919475,0.9298669453061029,0.03265990956683609,,0.44245148142042123,,0.9402123048447205,0.7565854729457974,0.05780718298413593,,0.07945465272791494,,0.04918384795249982,,0.038503444945083086,0.28621206238390096,0.07945465272791494,,0.40086139116347386,,0.04178983547133819,,0.025471598156045747,0.9178878139616656,0.1807672693005155,
118,0.3412193545017134,,0.06783456974919343,,0.42151725890598224,0.46359219069702307,,,0.7064204238004218,0.10030935716061677,0.03265990956683609,,0.32230602190830704,,0.03546593341354506,0.9688694437075864,0.08592399976334196,,0.7565854729457974,,0.6884177623265628,0.6310548366819692,0.045343501437382056,,0.10827700665723966,,0.1167953743919475,,0.05333128056896264,0.05780718298413593,0.23688377651035014,,0.4848645828256039,,0.04178983547133819,,0.14589765727494236,0.9713426487044083,0.14589765727494236,
119,,,0.07945465272791494,,0.380551857066998,0.23688377651035014,0.09286695366967546,,0.4848645828256039,0.6109757209767682,0.030068974042493608,,0.06783456974919343,0.3412193545017134,0.06783456974919343,,0.13558257714003935,,0.5905129273413294,,0.038503444945083086,0.25265321740844954,0.13558257714003935,,0.32230602190830704,,0.40086139116347386,,0.045343501437382056,,0.46359219069702307,,0.5697317833219949,,0.5274968237537414,,0.045343501437382056,0.8138717339737572,0.5061919589474342,
120,,0.22180647190550215,0.05333128056896264,,0.5697317833219949,0.3412193545017134,0.05780718298413593,,0.6109757209767682,0.28621206238390096,0.380551857066998,,0.10030935716061677,0.08592399976334196,0.6310548366819692,0.07343326191269153,0.9240939964164224,,0.05780718298413593,,0.03546593341354506,0.10827700665723966,0.06263387811083082,,0.380551857066998,,0.04178983547133819,,0.04918384795249982,0.6698271269837389,0.023437100509770627,,0.5697317833219949,,0.04178983547133819,,0.04178983547133819,0.5905129273413294,0.1167953743919475,
121,0.20742796687543463,,0.03265990956683609,,0.7405291005715704,0.5061919589474342,0.045343501437382056,,0.6884177623265628,0.6506901031179089,0.22180647190550215,,0.06783456974919343,,0.06783456974919343,0.15685510336103622,0.09286695366967546,,,,0.1167953743919475,0.6698271269837389,0.030068974042493608,,0.1167953743919475,,0.22180647190550215,,0.05780718298413593,,0.038503444945083086,,0.7719542327261165,,0.025471598156045747,,0.8383531326036774,,0.030068974042493608,
122,,0.10827700665723966,0.7405291005715704,,0.5487020083865324,0.8005982245473489,,,0.7405291005715704,0.6310548366819692,0.06783456974919343,,0.06783456974919343,0.7064204238004218,0.380551857066998,0.7405291005715704,0.12588928944948308,,0.6698271269837389,,0.5905129273413294,0.40086139116347386,0.09286695366967546,,0.5274968237537414,,0.1807672693005155,,,0.038503444945083086,0.04918384795249982,,0.7238002465135849,,0.027677698437753848,,0.038503444945083086,0.1167953743919475,0.038503444945083086,
123,,,0.07945465272791494,,0.07343326191269153,0.4848645828256039,0.28621206238390096,,0.06263387811083082,0.22180647190550215,0.07945465272791494,,0.10030935716061677,0.9112229533096339,0.09286695366967546,0.1167953743919475,0.22180647190550215,,0.42151725890598224,,0.06263387811083082,0.12588928944948308,0.038503444945083086,,0.027677698437753848,,0.13558257714003935,,0.08592399976334196,0.9688694437075864,0.28621206238390096,,0.19374947883382485,,0.03265990956683609,,0.023437100509770627,0.8964140695210783,0.023437100509770627,
124,,0.32230602190830704,0.03546593341354506,,0.05780718298413593,,0.42151725890598224,,0.027677698437753848,0.07343326191269153,0.023437100509770627,,0.10030935716061677,0.28621206238390096,0.030068974042493608,0.380551857066998,0.03265990956683609,,0.027677698437753848,,0.07945465272791494,0.8601677371481485,,,0.3039573320934062,,0.04918384795249982,,0.40086139116347386,,0.13558257714003935,,0.027677698437753848,,0.03265990956683609,,0.03546593341354506,0.14589765727494236,0.03265990956683609,
125,,0.6884177623265628,0.10030935716061677,,0.13558257714003935,0.6310548366819692,,0.7565854729457974,0.10827700665723966,0.7238002465135849,0.1167953743919475,,0.32230602190830704,0.01983296694956421,0.8383531326036774,0.9448325758058531,0.23688377651035014,,0.13558257714003935,0.46359219069702307,0.1167953743919475,0.2691022464970497,0.20742796687543463,,0.027677698437753848,0.6506901031179089,0.32230602190830704,,0.05333128056896264,0.030068974042493608,0.12588928944948308,,0.04918384795249982,0.5274968237537414,0.04918384795249982,,0.03265990956683609,,0.9713426487044083,
126,,0.07343326191269153,0.03546593341354506,,0.25265321740844954,0.23688377651035014,0.46359219069702307,,0.03265990956683609,0.7719542327261165,0.030068974042493608,,0.10827700665723966,0.5061919589474342,0.04918384795249982,,0.8383531326036774,,0.7866262980972412,,0.42151725890598224,0.7238002465135849,0.07343326191269153,,0.7866262980972412,,0.08592399976334196,,0.06263387811083082,,0.038503444945083086,,0.3412193545017134,,0.44245148142042123,,0.07343326191269153,,0.15685510336103622,
127,,0.08592399976334196,0.6310548366819692,0.20742796687543463,0.06783456974919343,0.1807672693005155,0.045343501437382056,,0.07343326191269153,0.5487020083865324,0.10030935716061677,,0.06783456974919343,0.8701191997119831,0.038503444945083086,0.9491151251673986,0.045343501437382056,,0.8005982245473489,,0.44245148142042123,0.7719542327261165,0.05780718298413593,,0.027677698437753848,,0.03265990956683609,,0.5487020083865324,0.966190224001528,0.08592399976334196,,0.04178983547133819,,0.04178983547133819,,,0.1807672693005155,0.03265990956683609,
128,,0.16847316644464133,0.038503444945083086,,0.027677698437753848,0.5274968237537414,,,,0.36065190656573104,0.23688377651035014,,0.045343501437382056,0.030068974042493608,0.03546593341354506,0.23688377651035014,0.025471598156045747,,0.32230602190830704,,0.5487020083865324,0.5274968237537414,0.16847316644464133,,0.2691022464970497,,0.25265321740844954,,0.05333128056896264,0.07343326191269153,0.06263387811083082,,0.04178983547133819,,0.030068974042493608,,0.10827700665723966,0.3412193545017134,,
129,,,0.966190224001528,,0.025471598156045747,0.25265321740844954,,,0.5697317833219949,0.2691022464970497,0.06783456974919343,,0.07343326191269153,0.9240939964164224,0.038503444945083086,0.7719542327261165,0.04178983547133819,,0.04918384795249982,,0.7866262980972412,0.9240939964164224,0.12588928944948308,,0.045343501437382056,0.7565854729457974,0.038503444945083086,,0.030068974042493608,0.13558257714003935,0.038503444945083086,,0.03265990956683609,,0.42151725890598224,,0.038503444945083086,0.6310548366819692,,
130,,0.08592399976334196,0.06783456974919343,,0.25265321740844954,0.6109757209767682,0.14589765727494236,,0.5905129273413294,0.07945465272791494,0.030068974042493608,,0.09286695366967546,0.7238002465135849,0.06263387811083082,,0.03265990956683609,,0.030068974042493608,,,0.8383531326036774,0.045343501437382056,,0.42151725890598224,,0.027677698437753848,,0.05333128056896264,0.12588928944948308,0.14589765727494236,,0.25265321740844954,0.5905129273413294,0.06783456974919343,,0.04178983547133819,,0.22180647190550215,
131,,,0.01983296694956421,,0.9240939964164224,0.826453203646374,0.2691022464970497,,0.07343326191269153,0.1807672693005155,0.03546593341354506,,0.09286695366967546,,0.06263387811083082,0.19374947883382485,0.04178983547133819,,0.038503444945083086,,,0.23688377651035014,0.06783456974919343,,,,0.07945465272791494,,0.03265990956683609,0.07343326191269153,0.045343501437382056,,0.7064204238004218,,0.9298669453061029,,0.1167953743919475,0.3412193545017134,0.038503444945083086,
132,,,,,0.5274968237537414,0.06263387811083082,0.030068974042493608,,0.3039573320934062,0.6310548366819692,0.03265990956683609,,0.038503444945083086,0.9448325758058531,0.03265990956683609,,0.038503444945083086,,0.04918384795249982,,0.045343501437382056,0.8005982245473489,0.12588928944948308,,0.6310548366819692,,0.15685510336103622,,0.027677698437753848,0.03546593341354506,0.09286695366967546,,0.8138717339737572,,0.01983296694956421,,,0.9491151251673986,0.42151725890598224,
