date,hashtag_mean,hashtag_var,hashtag_count,num_tw
2019-07-16 00:00:00,-0.12406778148796560000,,1,1
2019-07-17 00:00:00,-0.13410115537610278500,0.0002013371831583061866753387594484500000,2,2
2019-07-18 00:00:00,-0.15374504203998559000,0.0012583154413695712482401857037283000000,3,3
2019-07-22 00:00:00,-0.11358806034996699250,0.0072892096747230030789626300526202250000,4,4
2019-07-23 00:00:00,-0.11740240234902983400,0.0055396532804713258789542938697357800000,5,5
2019-07-26 00:00:00,-0.12206096312710505333,0.0045619357555151854608996367394772666667,6,6
2019-07-28 00:00:00,-0.15646117188993558000,0.0120852336700802429626162375180393666667,7,7
2019-07-31 00:00:00,-0.15941231130211140750,0.0104284455078524167344912943607975071429,8,8
2019-08-03 00:00:00,-0.22277342159820552889,0.0452565625009551049538707910552204361111,9,9
2019-08-07 00:00:00,-0.24029284965834511600,0.0432973591519486010997985180947007155556,10,10
2019-08-09 00:00:00,-0.22466118860221289364,0.0416554603378655491901073685475185454545,11,11
2019-08-10 00:00:00,-0.22202893840947764250,0.0379517452000763564647851321376373295455,12,12
2019-08-17 00:00:00,-0.21515438701992407000,0.0354034727052356285014651554771667166667,13,13
2019-08-26 00:00:00,-0.25237279257079778167,0.0520730646154770335801404753817571013239,14,14
2019-08-29 00:00:00,-0.26990361262358704956,0.0529635047759349915364104105467584367802,15,15
2019-08-30 00:00:00,-0.24355482181357380878,0.0605407448919367368415314751215715753220,16,16
2019-09-01 00:00:00,-0.24162468607824216003,0.0568202805434563629444066880086114877910,17,17
2019-09-03 00:00:00,-0.23901191372616639160,0.0505683497767954229401320999696302710891,19,19
2019-09-06 00:00:00,-0.23602048327236857431,0.0458563936569684523015230549037548144758,21,21
2019-09-08 00:00:00,-0.23110614150843543602,0.0475189245711208505247767427950669862609,21,21
2019-09-12 00:00:00,-0.23266438627429964412,0.0472853168078056507179697418634117026709,21,21
2019-09-13 00:00:00,-0.23054881113773005840,0.0475553771178030362977543909044703960566,21,21
2019-09-16 00:00:00,-0.23929417849239647745,0.0448009900273044881629274095837617181709,21,21
2019-09-18 00:00:00,-0.24063451385242576650,0.0445385721812744446765614568812860614904,21,21
2019-09-21 00:00:00,-0.23106326831920407936,0.0483774621308225618771637926937111273576,21,21
2019-09-22 00:00:00,-0.22925519838506963697,0.0494471627473446403121845038001548058638,21,21
2019-09-23 00:00:00,-0.22212452772276258221,0.0479885685605638951732921435688566631519,21,21
2019-09-27 00:00:00,-0.21210294203824436602,0.0503125543076285826085603413046883585509,21,21
2019-10-03 00:00:00,-0.18600297700205126324,0.0358915434476611689912791169345328985641,21,21
2019-10-04 00:00:00,-0.18346855870721723467,0.0342736350299787250489340001264607121069,21,21
2019-10-06 00:00:00,-0.19936914923859684592,0.0283921122226981719273443677703536600698,21,21
2019-10-09 00:00:00,-0.17588792483213576535,0.0331780126183097307148655481147560036715,21,21
2019-10-11 00:00:00,-0.17260513368008627106,0.0331311334818298321463302812135132986972,21,21
2019-10-18 00:00:00,-0.16847471512785754440,0.0327473051695693912889948327809321586772,21,21
2019-10-23 00:00:00,-0.16878199174765275892,0.0327419115651425731810718257457052427408,21,21
2019-10-27 00:00:00,-0.16725865348833717006,0.0323804031764071172158416572756485501302,21,21
2019-10-28 00:00:00,-0.16633865343340848514,0.0326052057246845141197368392637304854275,21,21
2019-11-01 00:00:00,-0.15865977880045946919,0.0159049516748415315291667074399429067608,21,21
2019-11-02 00:00:00,-0.17190203085482308110,0.0236862146592050541587862832436533231894,21,21
2019-11-04 00:00:00,-0.15559757731669405443,0.0294038759450059406839827187448858978560,21,21
2019-11-05 00:00:00,-0.15195215998240437919,0.0289738591550825426883979223887691537608,21,21
2019-11-12 00:00:00,-0.16571417991016162681,0.0317035152254337517043281731965084937608,21,21
2019-11-16 00:00:00,-0.18046855170799375919,0.0323617036373816357348250918450614997608,21,21
2019-11-19 00:00:00,-0.20557043190203302443,0.0379482942474515719762168943113490168560,21,21
2019-11-26 00:00:00,-0.21671866205173736371,0.0401495324018168096458401497091947597132,21,21
