date,hashtag_mean,hashtag_var,hashtag_count,num_tw
2019-07-12,-0.55396182390596500000,,1,1
2019-07-13,-0.22933392448570865000,0.05686403723907008430166963910462,4,4
2019-07-14,-0.09654801128593238571,0.06307240119416708809531171907982,7,7
2019-07-16,-0.11362147205387421250,0.05639408266718452236224666811283,8,8
2019-07-17,-0.10927832375751249286,0.10771416367627174620337867812664,14,14
2019-07-18,-0.04563110624394962885,0.0737059901795838673387015219615876,26,26
2019-07-19,-0.05694641751048643281,0.0636593003401191989188769404930164,32,32
2019-07-20,-0.05523021623409908488,0.0503122875634398660273497815155027,43,43
2019-07-22,-0.05532540683686964886,0.0491426330593277579264577051746490,44,44
2019-07-23,-0.04332813570540589894,0.0483735239424165825904431905370944,47,47
2019-07-24,-0.03978488794628915104,0.0479469210535074657275701018648133,48,48
2019-07-25,-0.04157833674625704412,0.0417793124511230964545633959902445,51,51
2019-07-26,-0.04485863688368989510,0.0419165587771628949341791418123820,51,51
2019-07-27,-0.04252069406279251078,0.0412081485317785257235264960730391,51,51
2019-07-28,-0.03073318930891268137,0.0331606196943029209166304163172579,51,51
2019-07-29,-0.04706086435856211275,0.0246892815209346633496477699412705,51,51
2019-07-31,-0.04300463838943412059,0.0252548304059552608679781449868814,51,51
2019-08-01,-0.05040255904143410490,0.0231186944318726762049245651771058,51,51
2019-08-02,-0.05458035682725651863,0.0229867853697230204470799745682145,51,51
2019-08-03,-0.05919090198577746863,0.02224011380408648551914453946674,51,51
2019-08-04,-0.05065818376701994118,0.02047452437277710554912121829167,51,51
2019-08-05,-0.06777584974775311961,0.02508742739519311742111965839964,51,51
2019-08-07,-0.06571450900935569608,0.02509802027593762289297599190315,51,51
2019-08-08,-0.11109245629230869020,0.02976650383832097640903016161377,51,51
2019-08-09,-0.12593852042724353725,0.03112750532146728670268370134578,51,51
2019-08-10,-0.15645033832095274706,0.04390687351904981351642693340399,51,51
2019-08-11,-0.16268734717970729608,0.04240247772500166429834005302183,51,51
2019-08-12,-0.16999914489160266863,0.04617952695216422729578688898510,51,51
2019-08-13,-0.21953515527747504706,0.05090748061400952439793396889343,51,51
2019-08-14,-0.25916883723888542157,0.04713790577672333091813879884483,51,51
2019-08-15,-0.27489766173303657451,0.04971249460798771783441694058530,51,51
2019-08-16,-0.29116770131194500392,0.04639755174791312407856478050006,51,51
2019-08-17,-0.28485448896508922157,0.04354029867467594745245974270899,51,51
2019-08-18,-0.32108273414320081176,0.04335129531106207272283484197736,51,51
2019-08-19,-0.30954562666670265490,0.03954120039390247610909386572476,51,51
2019-08-20,-0.29675647684538238235,0.03978604090076251829622012387933,51,51
2019-08-21,-0.28608713478733793137,0.04414701919248107902709861077117,51,51
2019-08-22,-0.28814425816111181373,0.04402843264791982716499010810254,51,51
2019-08-23,-0.28436227868796136275,0.04238765153275419496980267155042,51,51
2019-08-24,-0.26810912328452542706,0.0374605766772543858460973753369805,51,51
2019-08-25,-0.25829058024447259765,0.0324530799946955105617973781798620,51,51
2019-08-26,-0.25689983602446695059,0.0326715203672623762590748793049399,51,51
2019-08-27,-0.24393094823364210745,0.0344567382380463671071756835427706,51,51
2019-08-28,-0.24362329215890306824,0.0344790544120245283288402036903264,51,51
2019-08-29,-0.26493196721102696627,0.0295686585791223013146388471230484,51,51
2019-08-30,-0.24699585245896598588,0.0374753120845391775557368377158726,51,51
2019-08-31,-0.24166236388875877020,0.0366781671191774161089556583986773,51,51
2019-09-01,-0.23059569120849721922,0.0341161740777052179784433196015368,51,51
2019-09-02,-0.23260205385779398588,0.0360302855718253575033750074568474,51,51
2019-09-03,-0.23293111797371228039,0.03775993147766683909672617560595,51,51
2019-09-04,-0.23014797744610958627,0.03882079046461442009768881567311,51,51
2019-09-05,-0.23551879868835062549,0.03988702473128103982680630869830,51,51
2019-09-06,-0.20838213178312329020,0.03531742818518591151964621173420,51,51
2019-09-07,-0.19842715479133885882,0.04192675600793456288275484663156,51,51
2019-09-08,-0.20539595559906760392,0.04329208537663491604303148434559,51,51
2019-09-10,-0.18689516725138121176,0.06436384036064010388497771036823,51,51
2019-09-11,-0.18586108221684819216,0.06438994017968397295556451748863,51,51
2019-09-12,-0.18471038442232242745,0.06442339930266653761704596383860,51,51
2019-09-13,-0.18638281273343758431,0.06442214797967137737098587509483,51,51
2019-09-14,-0.17814594910774209412,0.06174796676205214829569676465991,51,51
2019-09-15,-0.17798979319884170784,0.05417071754326960352045444666105,51,51
2019-09-16,-0.18137379343873015686,0.05369022862698008233976398988736,51,51
2019-09-17,-0.17456155327627574510,0.05208826304399733719443993633742,51,51
2019-09-18,-0.16726767717480429804,0.05178295731099465552484080859380,51,51
2019-09-19,-0.14958582093148562745,0.05202627988694466579352392932790,51,51
2019-09-20,-0.14426968751710733725,0.05288735902634405815543386318067,51,51
2019-09-21,-0.14740501739795424706,0.05232335542657627555644918214782,51,51
2019-09-22,-0.13032769302721135490,0.05127760874985939574956384890046,51,51
2019-09-23,-0.12099692728880867059,0.04916353079880681300586547842215,51,51
2019-09-24,-0.10565474928244656078,0.04789071373070212878075874156588,51,51
2019-09-25,-0.09983281456254292941,0.04774758733440423322428345456902,51,51
2019-09-26,-0.09549587763521187059,0.04611657752196928902067589266589,51,51
2019-09-27,-0.10029367082222447843,0.04785431703233866600609831165266,51,51
2019-09-28,-0.09480505656050961569,0.04005987378005627294073964999565,51,51
2019-09-29,-0.09476282540085484373,0.03214934415075588382515793919339500528,51,51
2019-09-30,-0.08952432362244033001,0.03135986186501839162245793784720221160,51,51
2019-10-01,-0.10701026895779972805,0.01461299601245555985761013529837933490,51,51
2019-10-04,-0.10659942548820004177,0.01452914766741376530707826931608819388,51,51
2019-10-05,-0.08491345283520178295,0.01615098082277752085150172566485869534,51,51
2019-10-06,-0.08442152589453946922,0.01605147069647063831127194671853373330,51,51
2019-10-07,-0.10872467033895152020,0.02760841904896811864138475222103333928,51,51
2019-10-08,-0.10970098931164370255,0.02757083796241684386946081725090140250,51,51
2019-10-09,-0.12772273784411993393,0.03760051430632535768394285971444148067,51,51
2019-10-10,-0.12838707638874571824,0.03763614087579485248756939239103424577,51,51
2019-10-12,-0.13216076346305897314,0.03930015380715240998131008488472312984,51,51
2019-10-15,-0.12790413565602975746,0.03778155206895036162078620971897900984,51,51
2019-10-16,-0.13968401094851726922,0.03476975183578502866099340050517143970,51,51
2019-10-18,-0.14430144465112546138,0.03390050327372455269555981079029054610,51,51
2019-10-19,-0.14449015624260532805,0.05374947057465995775682412292055934770,51,51
2019-10-21,-0.12538843262624997510,0.06009188521686101678701674416443074135,51,51
2019-10-22,-0.12537420039949944569,0.06009150262226343757872731036607897123,51,51
2019-10-23,-0.12673901774129936726,0.06038417463457593556945468828084240747,51,51
2019-10-24,-0.13652556460294343529,0.06115109877959329233407979683042,51,51
2019-10-25,-0.13530427673871685294,0.06148162644004335161924954400756,51,51
2019-10-26,-0.11794945406062986667,0.06579903528715709551107179926236,51,51
2019-10-27,-0.11884745651575402353,0.06580870754297231143469663815018,51,51
2019-10-28,-0.10261807333093269412,0.08036190304374280608431808167860,51,51
2019-10-29,-0.12043568888815373333,0.08101087736820695476171743231341,51,51
2019-10-30,-0.12491050884315346667,0.08219058501339268840401704045893,51,51
2019-10-31,-0.10701904631535038824,0.06971587119466655478309449229341,51,51
2019-11-01,-0.10349693464817181176,0.06996996333285837314785483345484,51,51
2019-11-02,-0.09736057448487312549,0.06178796477401039754910984553661,51,51
2019-11-03,-0.09328041076851748627,0.06083204663928680654384164303795,51,51
2019-11-04,-0.08822122995328359804,0.06010551344292770453646361786032,51,51
2019-11-05,-0.08713076238215000000,0.06013224056150453299718051503219,51,51
2019-11-06,-0.09190569555688050588,0.06119017675474201063491974464449,51,51
