date,hashtag_mean,hashtag_var,hashtag_count
2019-07-13 00:00:00,0.82860566494749400000,,1
2019-07-15 00:00:00,0.36284435674051496439,0.1839252137815744395527231640855708474111,204
2019-07-16 00:00:00,0.30011049448334733662,0.1953497532559078528270167263698396984099,294
2019-07-17 00:00:00,0.09241036629331613771,0.1942677793268672117386127021910883204996,478
2019-07-20 00:00:00,0.08707418479015077972,0.1943190273737633257178995161010741655095,484
2019-07-21 00:00:00,-0.00971805421395992558,0.1511693117229346614273426197341664295627,501
2019-07-22 00:00:00,-0.04778084250463561518,0.1182235724094426343305060081027899530350,501
2019-07-23 00:00:00,-0.05396922358347133364,0.0977530924425580930018401270397607465050,501
2019-07-24 00:00:00,0.09512043013566691300,0.1660444052291375678784154019074998109381,501
2019-07-25 00:00:00,0.09974743816548013851,0.1387854463810755212139482166480071931103,501
2019-07-26 00:00:00,0.11615812488614589623,0.1585081436882740094578620721895004814159,501
2019-07-27 00:00:00,0.09768605896208184309,0.1559217896184575357269560996481106518764,501
2019-07-28 00:00:00,0.09498134287989740725,0.1603308764352052905924687257092997920547,501
2019-07-29 00:00:00,0.10597762629125916503,0.1854674582035488535485050670719326880152,501
2019-07-30 00:00:00,0.10939744910152683431,0.1700171159712445148190893951528066430950,501
2019-07-31 00:00:00,0.09961662741443939570,0.1421979559128220471625011527032978692390,501
2019-08-01 00:00:00,0.13736419178932693944,0.1556964238307994279874986578476975037937,501
2019-08-02 00:00:00,0.09896703269387165673,0.1618995489614490651343789728965995142147,501
2019-08-03 00:00:00,0.161795610535110778393313,0.176400992957149658696847542055279837360472199601,501
2019-08-04 00:00:00,0.165940345957939493938383,0.159772872147895568759584484637773002018936780838,501
2019-08-05 00:00:00,0.17419060269013885980,0.1468763871229033218903043953231611937533,501
2019-08-06 00:00:00,0.20131108806426153174,0.1626639623394405419660257902239966936061,501
2019-08-07 00:00:00,0.213710157295572253717565,0.176940764304611066652997697840487481682245258283,501
2019-08-08 00:00:00,0.23614430260380092285,0.1767297895404614181264763075547195928420,501
2019-08-09 00:00:00,0.231730916491961439735449,0.161943247156365424393589615867039827392353247904,501
2019-08-10 00:00:00,0.241464477830681439331896,0.183068205147153619254248049353696442329816597206,501
2019-08-11 00:00:00,0.24235192829113306619,0.1592270059679361386164540290241010719780,501
2019-08-12 00:00:00,0.23751922571561889772,0.1678603236373178304348628790638336737104,501
2019-08-13 00:00:00,0.25279550473572827138,0.1557211017055692984649943417367385557856,501
2019-08-14 00:00:00,0.251828000359600634085389,0.150875409839175830791560704369123045950264098204,501
2019-08-15 00:00:00,0.252806142714330430885130,0.151175151476698405775625682076099744794450633134,501
2019-08-16 00:00:00,0.23468852083480584534,0.1479564410004012344331181660737976477908,501
2019-08-17 00:00:00,0.249496170676160730052295,0.153339863736763722282988973575644974733168120559,501
2019-08-18 00:00:00,0.234781920607104722003353,0.161312628715817397089686680687762455761296332934,501
2019-08-19 00:00:00,0.242715568589995562891357,0.154548711963130211217574677816874252005813354092,501
2019-08-20 00:00:00,0.270220656380885847028084,0.152859943211981805993180824767711509676533120958,501
2019-08-21 00:00:00,0.24466441823662982287,0.1460604075175772346226134354904285300625,501
2019-08-22 00:00:00,0.25211202593101670951,0.1618630218979815712757359489079565221210,501
2019-08-23 00:00:00,0.25559102006263156020,0.1619784316523642029135722735260270533352,501
2019-08-24 00:00:00,0.24449706040537240905,0.1668633962391324153130539844325082625445,501
2019-08-25 00:00:00,0.23410327553205072635,0.1647604759394185708376242056639869235708,501
2019-08-26 00:00:00,0.228980073253931849921118,0.158786569617433498880815400935844499516899948104,501
2019-08-27 00:00:00,0.24610402262405947188,0.1554717918798705576396770588621198957313,501
2019-08-28 00:00:00,0.24612296388959355314,0.1670363045475172465510294858509768303668,501
2019-08-29 00:00:00,0.26247176057541746476,0.1676651347269959780026211984338677826797,501
2019-08-30 00:00:00,0.23403415952032621855,0.1417004178487780912066095026810889074443,501
2019-08-31 00:00:00,0.24565686628804433548,0.1562453850638423595213789376359958012143,501
2019-09-01 00:00:00,0.274932217211221829354112,0.155807361475468495808543810885231451354672259481,501
2019-09-02 00:00:00,0.251574590290444705150499,0.167438129922698442406287856483619492918452350499,501
2019-09-03 00:00:00,0.24637508204642701121,0.1510153438660330013238477582342692582373,501
2019-09-04 00:00:00,0.23369314539709623399,0.1430848513388150766016198654786397463997,501
2019-09-05 00:00:00,0.25633435687497770015,0.1445608302439238080058317065927109288723,501
2019-09-06 00:00:00,0.24814054094053665014,0.1581275084354262429999761398046407381846,501
2019-09-07 00:00:00,0.26971621094223535292,0.1580028804184638379452396693680848924496,501
2019-09-08 00:00:00,0.244876111591106529226128,0.138168956896389347046555014606618690179395775649,501
2019-09-09 00:00:00,0.22117936542595915674,0.1538072660717315280941125628193790890417,501
2019-09-10 00:00:00,0.20962748195627884933,0.1460269594569503181314508714341906939651,501
2019-09-11 00:00:00,0.24929695459462840352,0.1605241189901601888104327457393744881376,501
2019-09-12 00:00:00,0.24125800637133230105,0.1486565299063218686867052493541424744368,501
2019-09-13 00:00:00,0.24937923498397930578,0.1549463053644881376436438298480901788400,501
2019-09-14 00:00:00,0.26896076502557596822,0.1502941970019618650948925252657604227218,501
2019-09-15 00:00:00,0.23886647975239352240,0.1558402595761716020093779530997737471056,501
2019-09-16 00:00:00,0.29249890490812137140,0.1379508636081427678077271280912976572362,501
2019-09-17 00:00:00,0.25843408277524178179,0.1535444936959319263498588504249138257473,501
2019-09-18 00:00:00,0.32141028109227584425,0.1467801657702750605415561531070164851429,501
