date,url_mean,url_var,url_count,num_tw
2019-07-11 00:00:00,0.27540000000000000000,,1,1
2019-07-27 00:00:00,0.27540000000000000000,0,2,2
2019-08-10 00:00:00,0.26683333333333333333,0.00022016333333333333,3,3
2019-09-23 00:00:00,0.41410000000000000000,0.08689666000000000000,4,4
2019-10-11 00:00:00,0.38636000000000000000,0.06902003300000000000,5,5
2019-10-13 00:00:00,0.33253333333333333333,0.07259988666666666667,6,6
2019-10-20 00:00:00,0.40772857142857142857,0.10008017238095238095,7,7
2019-10-28 00:00:00,0.32295000000000000000,0.14328225428571428571,8,8
2019-11-05 00:00:00,0.31766666666666666667,0.12562319500000000000,9,9
2019-11-10 00:00:00,0.37477000000000000000,0.14427296900000000000,10,10
