date,hashtag_mean,hashtag_var,hashtag_count
2019-07-11 00:00:00,0.64331092639734200000,,1
2019-07-12 00:00:00,0.29412656395045230400,0.0662345247725823800388287764788360800000,5
2019-07-13 00:00:00,0.18952609038379305088,0.1100487692222773349064541803963186750500,16
2019-07-14 00:00:00,0.21875269656540618245,0.1193143468361303672677553619871724007359,22
2019-07-15 00:00:00,0.18556946193757549480,0.1587772156477972159228641614139044440276,30
2019-07-16 00:00:00,0.16663263522381515232,0.1624120104172449237885402267441766301790,42
2019-07-17 00:00:00,0.16869404793230814619,0.1615706547933167492028706172907418476110,48
2019-07-18 00:00:00,0.22008165919738667158,0.1936246178014465835376039612853276378318,50
2019-07-19 00:00:00,0.21661342468638185908,0.1883548000476935595407606785015687536175,50
2019-07-20 00:00:00,0.19432301392362215800,0.2152123073393526050824914018055970172567,50
2019-07-21 00:00:00,0.21186399579086569480,0.2009689906273506898196283462529062304812,50
2019-07-22 00:00:00,0.22839027193805156578,0.2425165230934627097935973693375626570439,50
2019-07-23 00:00:00,0.31579064449851945537,0.1577943592132167152117583535656174528228,50
2019-07-24 00:00:00,0.35518866861007457237,0.1392221853479655082991919341605005932559,50
2019-07-25 00:00:00,0.33343318818037801826,0.1563818557589759779303836940056813954316,50
2019-07-26 00:00:00,0.29730649045169489446,0.1883693054957859963186711306408303325553,50
2019-07-27 00:00:00,0.19507393579053912735,0.1873059883089387023065324006327981005763,50
2019-07-28 00:00:00,0.16501652560111392437,0.1800649616782858231112778822043869008163,50
2019-07-29 00:00:00,0.17076673333120935138,0.1529200620096683402974853157197697230929,50
2019-07-30 00:00:00,0.17831884191087812121,0.1812293552436508172783929947688352860454,50
2019-07-31 00:00:00,0.14689100647706368764,0.1675751685914688472930400647778940056382,50
2019-08-01 00:00:00,0.09828231693778957419,0.2043770053082590969763121161903923889887,50
2019-08-02 00:00:00,0.04484067996154544409,0.1982085690738882486329356503011164159356,50
2019-08-03 00:00:00,0.07871629001052354267,0.2032692957962344161783963504754478776813,50
2019-08-04 00:00:00,0.00140137866038490175,0.1855311200696817939983134424612601701164,50
2019-08-05 00:00:00,0.01319658369943656250,0.1370830929107070985683301818539568655971,50
2019-08-06 00:00:00,0.11795539288608158205,0.1182821286265019724637752467401305556498,50
2019-08-07 00:00:00,0.13060295640604437569,0.1153769671095640360289206846486592650611,50
2019-08-08 00:00:00,0.15964829042039109303,0.1498045318713709022525946879925279237421,50
2019-08-09 00:00:00,0.16995541438686368601,0.1469322194114800060691203274310211989316,50
2019-08-10 00:00:00,0.16808968042100001033,0.1548088736875875994636724752972288580463,50
2019-08-11 00:00:00,0.25682114777511441881,0.1759475645055461173243600011764811246261,50
2019-08-12 00:00:00,0.33391696451197520801,0.1753566772769760058626505962214145389574,50
2019-08-13 00:00:00,0.35924410774444998081,0.1667625091447540074899719586412855094069,50
2019-08-14 00:00:00,0.34870679913022767694,0.1930860584874828296224524786165078055322,50
2019-08-15 00:00:00,0.36143077638525048254,0.1978827909607953644030503955123565519338,50
2019-08-16 00:00:00,0.33952527189217948854,0.2059185326109913525850578752574855861379,50
2019-08-17 00:00:00,0.28067423287016658188,0.1738895732614389111986717427485805366896,50
2019-08-18 00:00:00,0.25993727313546668352,0.1519824711577777110888518601489284013680,50
2019-08-19 00:00:00,0.21846945288004685816,0.1971740125388415649305944399822854424599,50
2019-08-20 00:00:00,0.22534969981692871153,0.1835954770074840934109848128407364385919,50
2019-08-21 00:00:00,0.21056322468461455231,0.1876957112950124898343267470112323632384,50
2019-08-22 00:00:00,0.19681200540852275617,0.1653799829126413364546542328527691424493,50
2019-08-23 00:00:00,0.17167804934465183250,0.1493240855238123851185508757203983743829,50
2019-08-24 00:00:00,0.20462940976298187882,0.1395963903816843676650261719156741114128,50
2019-08-25 00:00:00,0.21879794976088420872,0.1379937498297378070747663761738131601991,50
2019-08-26 00:00:00,0.25310314916997491621,0.1268430918362105352665806899679951177984,50
2019-08-27 00:00:00,0.18116284083832370647,0.1323861095445285845984863628411836674611,50
2019-08-28 00:00:00,0.14876478952107075817,0.1311282062514957537419549145025244700623,50
2019-08-29 00:00:00,0.06659811130388441209,0.1379776380160211733173133709931777833616,50
2019-08-30 00:00:00,0.06836908825349049542,0.1226988590759247348156390474143084283949,50
2019-08-31 00:00:00,0.05134475199151684012,0.1137879292538994252706846402906921895383,50
2019-09-01 00:00:00,-0.00466901547357199532,0.1157818502646414346844646987199952856021,50
2019-09-02 00:00:00,0.07878643768398135516,0.1521298314037409025019517622873696384212,50
2019-09-03 00:00:00,0.16968111032677939332,0.1412132398890274545123778445341052442629,50
2019-09-04 00:00:00,0.18262265637790614076,0.1699164733414441521066736136343279919820,50
2019-09-05 00:00:00,0.12603609045665524991,0.1899381563791460095871161391550459641397,50
2019-09-06 00:00:00,0.06825473116813019974,0.1268367079836000886466231965701232768590,50
2019-09-07 00:00:00,0.12763416449910313063,0.1432145931105907078849810872534059666422,50
2019-09-08 00:00:00,0.15291230567776327265,0.1291749543270656896915127637135422895866,50
2019-09-09 00:00:00,0.13773072470638732522,0.1286751142356391819822272927505174542754,50
2019-09-10 00:00:00,0.11692692397329140250,0.1195641243878027161605366881233233740243,50
2019-09-11 00:00:00,0.07460757374955869877,0.1435217226455859073785075811049048713728,50
2019-09-12 00:00:00,0.11381421908875628157,0.1068922579399392899383923714915081720838,50
2019-09-13 00:00:00,0.20284343297817309220,0.1412599872514481936831979584269122784200,50
2019-09-14 00:00:00,0.18238009445926495472,0.1678125256627713012105976543366967698510,50
